timestamp,cpu_energy_kwh,gpu_energy_kwh,total_energy_kwh,tasks_scheduled,sla_violations,avg_sla_slack,cluster_cpu_util,cluster_gpu_util
10373910.0,4893.493960,14353.273675,19246.767635,892,384,0.00,0.6156,0.4250
10374150.0,4893.688738,14354.042825,19247.731563,893,384,0.00,0.6156,0.4250
10374297.0,4893.808124,14354.515675,19248.323799,894,385,0.00,0.6328,0.4375
10374731.0,4894.163965,14355.894158,19250.058123,895,385,0.00,0.6281,0.4250
10374738.0,4894.169718,14355.916675,19250.086393,896,385,0.00,0.6453,0.4375
10375197.0,4894.552832,14357.422150,19251.974982,897,386,0.00,0.6781,0.4375
10375570.0,4894.864209,14358.618367,19253.482576,898,386,0.00,0.6281,0.4250
10375735.0,4894.999778,14359.148292,19254.148070,899,387,0.00,0.6406,0.4250
10376533.0,4895.657471,14361.681967,19257.339437,900,387,0.00,0.6109,0.4125
10376672.0,4895.769773,14362.117008,19257.886781,901,387,0.00,0.6109,0.4125
10377381.0,4896.342329,14364.334025,19260.676354,902,387,0.00,0.6094,0.4125
10378015.0,4896.847053,14366.286017,19263.133070,903,388,0.00,0.6297,0.4125
10378118.0,4896.931831,14366.609608,19263.541440,904,388,0.00,0.6344,0.4250
10378476.0,4897.227245,14367.749700,19264.976945,905,388,0.00,0.6359,0.4250
10379019.0,4897.675273,14369.464475,19267.139748,906,389,0.00,0.6563,0.4125
10379145.0,4897.781360,14369.855675,19267.637035,907,389,0.00,0.6563,0.4125
10380337.0,4898.771207,14373.435617,19272.206823,908,389,0.00,0.6469,0.3875
10380823.0,4899.177725,14374.889567,19274.067292,909,390,0.00,0.6641,0.4000
10381421.0,4899.685922,14376.723433,19276.409355,910,391,0.00,0.6891,0.4125
10381988.0,4900.178798,14378.504758,19278.683556,911,392,0.00,0.7141,0.4250
10382067.0,4900.249007,14378.758875,19279.007882,912,392,0.00,0.7188,0.4375
10383004.0,4901.082221,14381.782942,19282.865163,913,393,0.00,0.7391,0.4250
10383430.0,4901.469097,14383.153242,19284.622339,914,393,0.00,0.7516,0.4375
10383479.0,4901.514074,14383.314533,19284.828607,915,393,0.00,0.7563,0.4500
10384096.0,4902.076794,14385.346542,19287.423335,916,393,0.00,0.7500,0.4500
10384599.0,4902.530819,14387.003675,19289.534494,917,393,0.00,0.7375,0.4500
10384661.0,4902.587049,14387.212408,19289.799458,918,394,0.00,0.7500,0.4625
10384668.0,4902.593466,14387.236500,19289.829966,919,395,0.00,0.7625,0.4750
10387214.0,4904.883846,14395.656983,19300.540829,920,396,0.00,0.7172,0.4250
10387343.0,4904.997734,14396.065933,19301.063668,921,396,0.00,0.7047,0.4250
10387422.0,4905.067367,14396.320050,19301.387417,922,397,0.00,0.7219,0.4375
10387797.0,4905.401969,14397.535000,19302.936969,923,397,0.00,0.7234,0.4375
10388808.0,4906.307832,14400.862875,19307.170707,924,397,0.00,0.7281,0.4500
10389446.0,4906.877838,14402.941208,19309.819046,925,397,0.00,0.7297,0.4375
10390019.0,4907.389019,14404.788633,19312.177652,926,397,0.00,0.7297,0.4375
10390460.0,4907.782646,14406.212058,19313.994704,927,397,0.00,0.7234,0.4375
10390495.0,4907.814006,14406.327267,19314.141273,928,397,0.00,0.7297,0.4500
10390956.0,4908.225131,14407.814875,19316.040006,929,398,0.00,0.7297,0.4375
10391797.0,4908.979805,14410.560367,19319.540172,930,398,0.00,0.7234,0.4375
10392044.0,4909.200049,14411.356908,19320.556958,931,399,0.00,0.7297,0.4375
10392058.0,4909.212662,14411.402992,19320.615653,932,400,0.00,0.7438,0.4500
10392193.0,4909.334913,14411.851717,19321.186630,933,400,0.00,0.7344,0.4500
10392464.0,4909.579570,14412.754483,19322.334053,934,401,0.00,0.7672,0.4500
10392524.0,4909.635372,14412.956483,19322.591855,935,401,0.00,0.7734,0.4625
10392696.0,4909.790598,14413.525050,19323.315648,936,402,0.00,0.7484,0.4375
10392972.0,4910.040683,14414.419075,19324.459758,937,403,0.00,0.7453,0.4375
10393119.0,4910.173836,14414.895675,19325.069511,938,404,0.00,0.7500,0.4250
10393303.0,4910.342430,14415.487542,19325.829971,939,405,0.00,0.7563,0.4375
10393371.0,4910.405094,14415.711375,19326.116469,940,406,0.00,0.7813,0.4375
10393490.0,4910.514877,14416.095133,19326.610010,941,406,0.00,0.7438,0.4375
10393737.0,4910.739019,14416.891600,19327.630619,942,406,0.00,0.7438,0.4375
10394338.0,4911.284238,14418.827067,19330.111305,943,407,0.00,0.7547,0.4375
10395111.0,4911.989427,14421.355550,19333.344977,944,408,0.00,0.7547,0.4375
10395459.0,4912.309696,14422.501050,19334.810746,945,409,0.00,0.7797,0.4500
10395753.0,4912.585984,14423.490850,19336.076834,946,409,0.00,0.7859,0.4625
10395756.0,4912.588818,14423.501175,19336.089993,947,409,0.00,0.7906,0.4750
10395807.0,4912.636985,14423.679025,19336.316010,948,409,0.00,0.7828,0.4750
10396804.0,4913.557095,14426.985117,19340.542212,949,409,0.00,0.7609,0.4500
10397715.0,4914.391881,14429.963800,19344.355681,950,409,0.00,0.7297,0.4375
10398156.0,4914.789163,14431.415425,19346.204588,951,410,0.00,0.7547,0.4375
10398158.0,4914.791004,14431.422008,19346.213012,952,411,0.00,0.7797,0.4375
10398305.0,4914.929148,14431.905883,19346.835032,953,411,0.00,0.7844,0.4500
10398509.0,4915.121566,14432.591933,19347.713499,954,412,0.00,0.7938,0.4500
10398781.0,4915.380155,14433.507667,19348.887822,955,413,0.00,0.8078,0.4625
10399394.0,4915.960963,14435.561008,19351.521971,956,413,0.00,0.7813,0.4500
10399531.0,4916.089876,14436.022242,19352.112118,957,413,0.00,0.7859,0.4625
10401633.0,4918.028776,14442.961800,19360.990576,958,414,0.00,0.7703,0.4500
10402311.0,4918.659850,14445.238550,19363.898400,959,414,0.00,0.7641,0.4500
10402526.0,4918.857554,14445.949033,19364.806588,960,414,0.00,0.7563,0.4500
10402709.0,4919.026194,14446.565133,19365.591327,961,414,0.00,0.7609,0.4625
10402870.0,4919.174358,14447.107242,19366.281600,962,414,0.00,0.7359,0.4500
10403370.0,4919.622024,14448.729825,19368.351849,963,415,0.00,0.7266,0.4250
10403581.0,4919.811594,14449.408542,19369.220136,964,415,0.00,0.7313,0.4375
10403901.0,4920.100148,14450.459550,19370.559698,965,415,0.00,0.7313,0.4375
10404065.0,4920.248089,14450.999383,19371.247473,966,415,0.00,0.7375,0.4500
10405496.0,4921.524308,14455.546558,19377.070867,967,415,0.00,0.7188,0.4250
10405820.0,4921.813433,14456.588758,19378.402192,968,416,0.00,0.7328,0.4375
10406065.0,4922.034741,14457.395217,19379.429958,969,416,0.00,0.7391,0.4500
10406217.0,4922.172782,14457.906950,19380.079732,970,416,0.00,0.7453,0.4625
10407411.0,4923.255428,14461.983450,19385.238878,971,416,0.00,0.7078,0.4500
10408533.0,4924.246403,14465.749900,19389.996303,972,416,0.00,0.7063,0.4500
10408945.0,4924.609323,14467.122042,19391.731365,973,416,0.00,0.7000,0.4375
10409135.0,4924.776101,14467.747458,19392.523559,974,417,0.00,0.7188,0.4500
10409788.0,4925.353623,14469.881992,19395.235615,975,417,0.00,0.6813,0.4375
10409812.0,4925.374340,14469.960992,19395.335332,976,418,0.00,0.7094,0.4500
10410605.0,4926.061072,14472.534383,19398.595456,977,418,0.00,0.6797,0.4375
10410767.0,4926.200713,14473.067633,19399.268346,978,419,0.00,0.6922,0.4500
10410937.0,4926.348848,14473.638842,19399.987689,979,420,0.00,0.7125,0.4500
10412019.0,4927.270039,14477.281575,19404.551614,980,421,0.00,0.6875,0.4625
10412233.0,4927.455803,14478.018092,19405.473895,981,421,0.00,0.6922,0.4750
10414545.0,4929.444984,14485.913350,19415.358334,982,421,0.00,0.6422,0.4500
10416283.0,4930.866754,14491.499717,19422.366470,983,422,0.00,0.6297,0.4250
10418049.0,4932.319447,14497.173525,19429.492972,984,423,0.00,0.6406,0.4250
10418677.0,4932.833742,14499.160892,19431.994633,985,424,0.00,0.6297,0.4250
10419148.0,4933.221417,14500.675942,19433.897359,986,424,0.00,0.6344,0.4375
10419857.0,4933.805703,14502.971258,19436.776961,987,425,0.00,0.6547,0.4250
10419916.0,4933.855412,14503.161042,19437.016454,988,425,0.00,0.6594,0.4375
10420053.0,4933.971339,14503.612000,19437.583339,989,426,0.00,0.6781,0.4500
